ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
23625_at	9.23e-01	8.87e-01	-0.1415999	-7.17361	-0.02314507	23625	11	+	65097796	65098174
246119_at	9.24e-01	8.88e-01	-0.141373	-7.17364	-0.01286858	246119	Y	-	21078637	21037011
51146_at	9.24e-01	8.88e-01	-0.1412308	-7.17366	-0.00651444	51146	3	-	139326259	139325772
51540_at	9.24e-01	8.88e-01	0.1408163	-7.17372	0.02148485	51540	2	+	238672227	238672699
114984_at	9.24e-01	8.88e-01	-0.1407192	-7.17373	-0.01998524	114984	16	+	2886515	2889098
63899_at	9.24e-01	8.89e-01	-0.1401219	-7.17382	-0.01731779	63899	3	+	95327757	95328229
474171_at	9.25e-01	8.89e-01	0.1397302	-7.17387	0.01093189	474171	3	+	49273187	49273698
55051_at	9.25e-01	8.89e-01	0.139718	-7.17387	0.01372488	55051	14	-	89852763	89814180
170063_at	9.25e-01	8.89e-01	-0.1395339	-7.1739	-0.00513644	170063	X	+	35917777	35918049
3952_at	9.25e-01	8.89e-01	0.1394327	-7.17391	0.00747764	3952	7	+	127684390	127684648
7478_at	9.25e-01	8.89e-01	-0.1393939	-7.17392	-0.00858712	7478	5	+	137454553	137455066
1307_at	9.25e-01	8.89e-01	0.13929	-7.17393	0.04553917	1307	1	-	31890985	31890541
162333_at	9.25e-01	8.90e-01	-0.1386931	-7.17402	-0.00787629	162333	17	-	58132796	58132495
93550_at	9.25e-01	8.90e-01	-0.1385917	-7.17403	-0.02433852	93550	10	-	45431593	45431076
7429_at	9.25e-01	8.90e-01	0.1383564	-7.17406	0.00773481	7429	2	+	219013699	219022358
54674_at	9.25e-01	8.90e-01	0.1381831	-7.17409	0.04825565	54674	7	+	110551653	110552646
56063_at	9.26e-01	8.91e-01	0.1375013	-7.17418	0.00859666	56063	1	-	32453954	32452690
84219_at	9.26e-01	8.91e-01	-0.1367977	-7.17428	-0.02179414	84219	16	-	675336	674791
1825_at	9.26e-01	8.91e-01	-0.1367784	-7.17428	-0.00892478	1825	18	-	26825538	26825174
55588_at	9.26e-01	8.91e-01	0.1366437	-7.1743	0.02852038	55588	19	+	44582442	44582950
93436_at	9.26e-01	8.92e-01	0.1364257	-7.17433	0.0152041	93436	19	+	19029487	19029792
55471_at	9.26e-01	8.92e-01	-0.1363978	-7.17433	-0.01713116	55471	2	+	37326755	37329736
6239_at	9.26e-01	8.92e-01	-0.136395	-7.17433	-0.00932955	6239	6	+	7192279	7193973
3651_at	9.26e-01	8.92e-01	0.1363323	-7.17434	0.0052534	3651	13	+	27392625	27397274
28474_at	9.26e-01	8.92e-01	0.1362452	-7.17435	0.01869121	28474	14	-	105523905	105523727
54970_at	9.27e-01	8.92e-01	0.1361167	-7.17437	0.03705521	54970	11	+	112739766	112742271
724087_at	9.27e-01	8.92e-01	-0.1355622	-7.17444	-0.00913029	724087	X	-	46638915	46631831
5459_at	9.27e-01	8.92e-01	0.1353735	-7.17447	0.00680472	5459	5	+	145699707	145700175
64422_at	9.27e-01	8.93e-01	0.1351695	-7.1745	0.01606524	64422	3	-	113739355	113734066
56948_at	9.27e-01	8.93e-01	-0.1347422	-7.17455	-0.02189266	56948	14	-	23979382	23978833
5861_at	9.28e-01	8.93e-01	0.1344497	-7.17459	0.01168619	5861	2	-	65171674	65167589
51026_at	9.28e-01	8.93e-01	0.1341988	-7.17463	0.01827896	51026	12	+	21560029	21562316
10061_at	9.28e-01	8.94e-01	0.1338777	-7.17467	0.0145012	10061	7	-	150543057	150535874
57634_at	9.28e-01	8.94e-01	0.1338774	-7.17467	0.01302294	57634	12	+	131037226	131130760
26013_at	9.28e-01	8.94e-01	-0.1337433	-7.17469	-0.01751947	26013	20	+	41577107	41603902
139378_at	9.28e-01	8.94e-01	0.1337021	-7.17469	0.01792978	139378	X	+	135313069	135324102
257000_at	9.28e-01	8.94e-01	0.1334872	-7.17472	0.01011125	257000	19	-	5513180	5511981
391_at	9.28e-01	8.94e-01	0.133433	-7.17473	0.03311515	391	11	-	3805263	3804854
10539_at	9.28e-01	8.94e-01	-0.1332398	-7.17475	-0.01309312	10539	10	+	131849224	131872561
572_at	9.28e-01	8.94e-01	-0.1328651	-7.1748	-0.02110568	572	11	-	63795709	63793954
339352_at	9.28e-01	8.95e-01	-0.1327134	-7.17482	-0.01938099	339352	19	+	56796288	56796817
2932_at	9.29e-01	8.95e-01	0.1322044	-7.17489	0.0344855	2932	3	-	121065108	121028252
285016_at	9.29e-01	8.95e-01	-0.1321209	-7.1749	-0.03682956	285016	2	-	270124	270008
79541_at	9.29e-01	8.95e-01	-0.1319649	-7.17492	-0.01138368	79541	6	-	132063518	132063473
10206_at	9.29e-01	8.95e-01	-0.1316629	-7.17496	-0.02695135	10206	13	+	49484739	49490520
84316_at	9.29e-01	8.96e-01	0.1314236	-7.17499	0.01540603	84316	17	-	7701644	7700740
4599_at	9.29e-01	8.96e-01	0.131062	-7.17504	0.06241483	4599	21	+	41752428	41752902
50809_at	9.29e-01	8.96e-01	-0.1309659	-7.17505	-0.0253672	50809	1	-	20946648	20942217
11149_at	9.29e-01	8.96e-01	0.1309426	-7.17506	0.02260922	11149	6	-	105655689	105651451
729994_at	9.29e-01	8.96e-01	-0.1307823	-7.17508	-0.01197598	729994	19	+	61505212	61507956
55096_at	9.29e-01	8.96e-01	-0.1307473	-7.17508	-0.02120728	55096	3	+	73194647	73195034
26060_at	9.29e-01	8.96e-01	0.1307001	-7.17509	0.02087199	26060	3	+	57281096	57282408
1270_at	9.29e-01	8.96e-01	0.1306318	-7.1751	0.01215483	1270	11	+	58146807	58148498
10793_at	9.29e-01	8.96e-01	0.1305954	-7.1751	0.02623805	10793	7	+	64026716	64027023
27304_at	9.29e-01	8.96e-01	-0.1305942	-7.1751	-0.01681931	27304	20	+	49009763	49010149
23759_at	9.29e-01	8.96e-01	0.1304916	-7.17512	0.01090285	23759	22	+	20380275	20382044
817_at	9.30e-01	8.96e-01	-0.1302414	-7.17515	-0.03651712	817	4	-	114595096	114593077
11318_at	9.30e-01	8.96e-01	0.1302058	-7.17515	0.00463746	11318	12	+	55676183	55676677
339_at	9.30e-01	8.97e-01	-0.1300058	-7.17518	-0.01348682	339	12	-	7696401	7693296
4656_at	9.30e-01	8.97e-01	-0.129871	-7.1752	-0.00857121	4656	1	-	201319541	201318995
685_at	9.30e-01	8.97e-01	-0.129835	-7.1752	-0.00845096	685	4	-	75890879	75890531
80759_at	9.30e-01	8.97e-01	0.1295572	-7.17524	0.01104011	80759	6	-	74008558	73990190
29105_at	9.30e-01	8.97e-01	0.1294112	-7.17526	0.02225663	29105	16	-	56706684	56705079
114882_at	9.30e-01	8.97e-01	0.1292698	-7.17527	0.0300296	114882	12	-	75377773	75269840
22863_at	9.31e-01	8.98e-01	0.1286101	-7.17536	0.02185987	22863	14	-	54903432	54902939
54866_at	9.31e-01	8.98e-01	0.1279904	-7.17544	0.00878591	54866	15	-	38907937	38894963
341405_at	9.31e-01	8.98e-01	-0.1278996	-7.17545	-0.00661885	341405	12	+	50571327	50571637
646430_at	9.31e-01	8.99e-01	0.1273539	-7.17552	0.00708286	646430	1	+	157794056	157794578
283331_at	9.31e-01	8.99e-01	0.1272633	-7.17553	0.01374251	283331	12	-	48482858	48482788
25880_at	9.31e-01	8.99e-01	-0.1272079	-7.17554	-0.01601427	25880	16	-	8797357	8796892
55064_at	9.32e-01	8.99e-01	0.1268494	-7.17558	0.00629279	55064	9	-	4595409	4543661
57710_at	9.32e-01	8.99e-01	-0.1266378	-7.17561	-0.0101531	57710	1	+	179181275	179181568
83854_at	9.32e-01	8.99e-01	0.1266214	-7.17561	0.01122851	83854	19	-	10065096	10064051
7475_at	9.32e-01	8.99e-01	0.1265655	-7.17562	0.01153802	7475	2	+	219446629	219447122
4034_at	9.32e-01	8.99e-01	0.1265136	-7.17563	0.0109008	4034	7	-	100011310	100009596
2793_at	9.32e-01	8.99e-01	-0.1264722	-7.17563	-0.0133646	2793	17	-	44639118	44638632
11153_at	9.32e-01	9.00e-01	-0.1262561	-7.17566	-0.0282237	11153	12	+	107436918	107437357
1434_at	9.32e-01	9.00e-01	-0.1262413	-7.17566	-0.01845773	1434	20	+	47144155	47146765
6939_at	9.32e-01	9.00e-01	-0.1261907	-7.17567	-0.01372774	6939	20	-	533263	532974
5049_at	9.32e-01	9.00e-01	-0.1261031	-7.17568	-0.00954585	5049	11	+	116543391	116543919
54766_at	9.32e-01	9.00e-01	-0.1260916	-7.17568	-0.00570754	54766	11	-	110873972	110871108
5406_at	9.32e-01	9.00e-01	-0.1253801	-7.17577	-0.01487472	5406	10	+	118305555	118317300
6358_at	9.32e-01	9.00e-01	0.1252782	-7.17578	0.02578092	6358	17	-	31337788	31334885
1811_at	9.33e-01	9.01e-01	0.124758	-7.17585	0.00385974	1811	7	-	107195496	107193206
340168_at	9.33e-01	9.01e-01	-0.1244956	-7.17588	-0.00556573	340168	6	-	74119776	74119595
56246_at	9.33e-01	9.01e-01	-0.1241469	-7.17592	-0.00723039	56246	21	+	32593184	32608937
145864_at	9.33e-01	9.01e-01	-0.1239541	-7.17595	-0.0141445	145864	15	-	87221993	87221626
54763_at	9.33e-01	9.02e-01	0.1238732	-7.17596	0.00895533	54763	3	-	125178424	125170614
5631_at	9.33e-01	9.02e-01	-0.1234564	-7.17601	-0.02988695	5631	X	+	106775170	106780806
55322_at	9.33e-01	9.02e-01	-0.1234501	-7.17601	-0.02936951	55322	5	+	31587226	31588974
123720_at	9.33e-01	9.02e-01	0.1234221	-7.17601	0.02093509	123720	15	+	81300133	81300351
55704_at	9.33e-01	9.02e-01	-0.1232496	-7.17603	-0.02277557	55704	2	-	55415383	55368758
55289_at	9.33e-01	9.02e-01	0.1231984	-7.17604	0.00493428	55289	2	+	111567871	111568260
1411_at	9.33e-01	9.02e-01	-0.123086	-7.17605	-0.01161421	1411	17	+	24603215	24605528
64794_at	9.33e-01	9.02e-01	0.1229617	-7.17607	0.00953005	64794	9	-	134503519	134459662
642636_at	9.33e-01	9.02e-01	-0.1229105	-7.17608	-0.00388551	642636	20	+	1182937	1183042
84935_at	9.33e-01	9.02e-01	-0.1228237	-7.17609	-0.02459621	84935	13	+	30397085	30397600
161779_at	9.33e-01	9.02e-01	0.1227589	-7.17609	0.01215024	161779	15	+	32183340	32183732
7554_at	9.34e-01	9.02e-01	0.1226267	-7.17611	0.01587345	7554	19	+	63498478	63498987
257357_at	9.34e-01	9.03e-01	0.1225953	-7.17611	0.0053039	257357	21	-	39608316	39607864
154288_at	9.34e-01	9.03e-01	-0.1218609	-7.1762	-0.00852015	154288	6	+	74130063	74130555
140732_at	9.34e-01	9.03e-01	-0.1215448	-7.17624	-0.00588329	140732	20	-	31055749	31035318
4150_at	9.34e-01	9.03e-01	-0.1215311	-7.17624	-0.02641804	4150	16	+	29726584	29729091
267012_at	9.35e-01	9.04e-01	0.1209247	-7.17632	0.00609305	267012	13	+	104922951	104941325
23434_at	9.35e-01	9.04e-01	-0.1207323	-7.17634	-0.0071567	23434	3	-	129774094	129773580
22978_at	9.35e-01	9.04e-01	0.1206852	-7.17635	0.02760719	22978	10	-	104838459	104837932
84437_at	9.35e-01	9.04e-01	-0.1204217	-7.17638	-0.0199615	84437	11	-	105386431	105383910
6911_at	9.35e-01	9.04e-01	0.120405	-7.17638	0.00567087	6911	16	-	30007268	30004851
11283_at	9.35e-01	9.04e-01	0.1203479	-7.17639	0.00772929	11283	19	+	15595832	15601122
119587_at	9.35e-01	9.04e-01	-0.1201749	-7.17641	-0.02721167	119587	10	-	125504195	125495351
55929_at	9.35e-01	9.05e-01	-0.1200327	-7.17642	-0.01685311	55929	1	+	44457674	44458531
3044_at	9.35e-01	9.05e-01	0.1198124	-7.17645	0.00892028	3044	11	-	5221063	5219872
115290_at	9.35e-01	9.05e-01	-0.1195335	-7.17648	-0.04186261	115290	19	-	44127518	44124916
389043_at	9.35e-01	9.05e-01	-0.1193655	-7.1765	-0.00487568	389043	2	+	131877137	131882188
6789_at	9.36e-01	9.05e-01	-0.1191298	-7.17653	-0.00993516	6789	20	+	43049202	43141957
8434_at	9.36e-01	9.05e-01	-0.11898	-7.17655	-0.02484536	8434	9	+	36113851	36114387
2730_at	9.36e-01	9.06e-01	-0.1185408	-7.1766	-0.02916445	2730	1	-	94127120	94125939
64412_at	9.36e-01	9.06e-01	-0.1184897	-7.17661	-0.01576958	64412	20	+	23300247	23301492
56000_at	9.36e-01	9.06e-01	0.1184741	-7.17661	0.00768672	56000	X	-	102221006	102217542
284071_at	9.36e-01	9.06e-01	0.1183278	-7.17663	0.0048373	284071	17	+	40103578	40104056
115669_at	9.36e-01	9.06e-01	0.118301	-7.17663	0.01080511	115669	14	+	37380593	37381217
79908_at	9.36e-01	9.06e-01	0.1182977	-7.17663	0.008437	79908	5	+	180309968	180310380
200504_at	9.36e-01	9.06e-01	0.118163	-7.17665	0.00625689	200504	2	-	69030787	69025904
256223_at	9.36e-01	9.06e-01	-0.118007	-7.17666	-0.00960888	256223	17	+	20424431	20424568
8620_at	9.36e-01	9.06e-01	0.1179497	-7.17667	0.01435708	8620	12	-	52187655	52186787
58491_at	9.36e-01	9.06e-01	0.1178401	-7.17668	0.01034776	58491	19	+	61825354	61826472
10846_at	9.36e-01	9.07e-01	-0.1171944	-7.17676	-0.00795894	10846	6	-	165712802	165664721
5565_at	9.37e-01	9.07e-01	0.1169988	-7.17678	0.01988178	5565	1	-	145099938	145093397
8802_at	9.37e-01	9.08e-01	0.1161382	-7.17688	0.01272642	8802	2	-	84513988	84504295
200132_at	9.37e-01	9.08e-01	-0.1158751	-7.17691	-0.04707285	200132	1	+	67016728	67016853
5535_at	9.37e-01	9.08e-01	0.1157056	-7.17693	0.00292837	5535	9	-	103396611	103393749
260436_at	9.38e-01	9.08e-01	-0.1155026	-7.17696	-0.01457951	260436	4	+	71131502	71135494
158724_at	9.38e-01	9.08e-01	0.1154792	-7.17696	0.00648292	158724	X	-	34058204	34057840
219654_at	9.38e-01	9.08e-01	0.1150468	-7.17701	0.0350658	219654	10	-	80813937	80812132
1268_at	9.38e-01	9.09e-01	0.1144753	-7.17707	0.02960272	1268	6	-	88910835	88906351
94086_at	9.39e-01	9.09e-01	0.1139966	-7.17713	0.01147504	94086	17	+	37528397	37528765
219578_at	9.39e-01	9.09e-01	0.1139305	-7.17714	0.00523386	219578	7	+	88801523	88801966
8660_at	9.39e-01	9.09e-01	0.113914	-7.17714	0.02927414	8660	13	-	109206132	109204222
6375_at	9.39e-01	9.10e-01	-0.1135248	-7.17718	-0.00509148	6375	1	+	166815949	166817853
3170_at	9.39e-01	9.10e-01	-0.1133396	-7.1772	-0.01447925	3170	20	-	22510641	22510039
7454_at	9.39e-01	9.10e-01	0.1133152	-7.17721	0.00895645	7454	X	+	48432307	48434699
64419_at	9.39e-01	9.10e-01	0.1132327	-7.17722	0.01157589	64419	3	+	9718478	9718977
6901_at	9.39e-01	9.10e-01	0.1128806	-7.17725	0.01125871	6901	X	+	153302688	153303218
5610_at	9.39e-01	9.10e-01	-0.1125447	-7.17729	-0.01549659	5610	2	-	37187778	37187247
283165_at	9.39e-01	9.11e-01	-0.1122608	-7.17732	-0.00604338	283165	11	+	126379224	126381119
55657_at	9.39e-01	9.11e-01	-0.1121725	-7.17733	-0.0208034	55657	1	-	247111528	247110859
11184_at	9.40e-01	9.11e-01	-0.1118023	-7.17738	-0.01141277	11184	19	-	43778179	43770133
6794_at	9.40e-01	9.11e-01	0.1115028	-7.17741	0.0100045	6794	19	+	1177612	1179386
3633_at	9.40e-01	9.12e-01	-0.1111219	-7.17745	-0.00961624	3633	1	-	38100588	38098999
1869_at	9.40e-01	9.12e-01	-0.1111054	-7.17745	-0.01470197	1869	20	-	31727749	31727189
51225_at	9.40e-01	9.12e-01	-0.1109808	-7.17747	-0.01685691	51225	17	+	44654502	44655335
5897_at	9.40e-01	9.12e-01	-0.1105498	-7.17751	-0.00334439	5897	11	-	36570846	36570401
60493_at	9.40e-01	9.12e-01	-0.1105201	-7.17752	-0.01447588	60493	20	-	3075741	3075396
57140_at	9.40e-01	9.12e-01	-0.1104595	-7.17752	-0.010386	57140	2	+	241166233	241166767
26539_at	9.41e-01	9.12e-01	0.110098	-7.17756	0.0070432	26539	19	-	15779311	15778911
29785_at	9.41e-01	9.13e-01	0.1098463	-7.17759	0.00811672	29785	19	+	46404387	46404766
154386_at	9.41e-01	9.13e-01	-0.1096643	-7.17761	-0.00512	154386	6	-	2567634	2567183
63036_at	9.41e-01	9.13e-01	-0.109245	-7.17766	-0.00554945	63036	1	+	15661903	15666590
149708_at	9.41e-01	9.13e-01	-0.1091938	-7.17766	-0.00513551	149708	20	-	43172007	43171592
127124_at	9.41e-01	9.13e-01	0.109055	-7.17768	0.0053433	127124	1	-	196776391	196758997
171425_at	9.42e-01	9.14e-01	-0.1081214	-7.17778	-0.02728957	171425	13	+	99316521	99342784
6368_at	9.42e-01	9.14e-01	0.1075384	-7.17784	0.00435381	6368	17	-	31365494	31364230
283450_at	9.42e-01	9.14e-01	-0.1075247	-7.17784	-0.0058199	283450	12	-	111172296	111171805
84717_at	9.42e-01	9.15e-01	-0.1072784	-7.17787	-0.01147793	84717	19	+	4450564	4453163
150290_at	9.43e-01	9.15e-01	0.1072085	-7.17788	0.01127733	150290	22	-	29389683	29388070
57617_at	9.43e-01	9.15e-01	-0.1069325	-7.17791	-0.0086068	57617	15	+	38979652	38983368
26015_at	9.43e-01	9.16e-01	0.1060377	-7.178	0.01605101	26015	15	-	39597314	39596775
2827_at	9.43e-01	9.16e-01	0.1058599	-7.17802	0.01074625	2827	1	+	27594306	27594621
340351_at	9.44e-01	9.16e-01	-0.1051815	-7.17809	-0.00396941	340351	7	+	134324571	134451080
343_at	9.44e-01	9.16e-01	0.1051506	-7.1781	0.00682149	343	16	+	25145929	25147624
56145_at	9.44e-01	9.16e-01	0.1051459	-7.1781	0.02005696	56145	5	+	140162849	140163336
259_at	9.44e-01	9.16e-01	-0.1050582	-7.17811	-0.00641837	259	9	-	115864824	115862267
729970_at	9.44e-01	9.17e-01	-0.1048849	-7.17812	-0.02549949	729970	1	+	95199501	95201344
394261_at	9.44e-01	9.17e-01	-0.1044745	-7.17817	-0.00647821	394261	2	-	238726797	238726329
84658_at	9.44e-01	9.17e-01	0.1041301	-7.1782	0.00505287	84658	19	-	14604734	14591077
904_at	9.45e-01	9.17e-01	0.1037987	-7.17824	0.02063577	904	12	-	47373488	47373161
54707_at	9.45e-01	9.18e-01	-0.1036514	-7.17825	-0.01556976	54707	1	-	27085085	27078491
65258_at	9.45e-01	9.18e-01	-0.1036489	-7.17825	-0.0135491	65258	18	-	11874565	11874051
1182_at	9.45e-01	9.18e-01	0.1032375	-7.17829	0.01889523	1182	4	+	170864817	170878613
55663_at	9.45e-01	9.18e-01	-0.1032218	-7.1783	-0.00957156	55663	19	+	63683754	63684336
5277_at	9.45e-01	9.18e-01	-0.1031964	-7.1783	-0.01801782	5277	X	-	15248050	15247655
54578_at	9.45e-01	9.18e-01	-0.1030084	-7.17832	-0.00496215	54578	2	+	234266616	234266886
1525_at	9.45e-01	9.18e-01	0.1028797	-7.17833	0.03216127	1525	21	+	17841216	17860716
440132_at	9.45e-01	9.18e-01	-0.1028629	-7.17833	-0.00832494	440132	13	+	30302955	30355456
145407_at	9.45e-01	9.18e-01	-0.1028557	-7.17833	-0.02388293	145407	14	-	57633354	57541210
55971_at	9.45e-01	9.19e-01	-0.1022107	-7.1784	-0.01120393	55971	7	-	97771586	97760494
80184_at	9.45e-01	9.19e-01	0.1021405	-7.17841	0.01890494	80184	12	-	87036418	86966984
139420_at	9.45e-01	9.19e-01	-0.1020904	-7.17841	-0.00603908	139420	X	-	27388801	27388283
126231_at	9.46e-01	9.19e-01	0.1018723	-7.17843	0.02641005	126231	19	-	42921431	42921046
10268_at	9.46e-01	9.19e-01	-0.1016547	-7.17846	-0.03536421	10268	7	+	45189850	45190289
34_at	9.46e-01	9.19e-01	-0.1015802	-7.17846	-0.01706764	34	1	+	76001199	76001697
284379_at	9.46e-01	9.19e-01	0.101416	-7.17848	0.00524924	284379	19	-	58795250	58794932
9612_at	9.46e-01	9.19e-01	-0.1013952	-7.17848	-0.00961263	9612	12	-	123401113	123374937
93107_at	9.46e-01	9.19e-01	0.1012222	-7.1785	0.01057961	93107	16	-	82827083	82826581
212_at	9.46e-01	9.19e-01	0.1012006	-7.1785	0.01081662	212	X	-	55056778	55052235
3890_at	9.46e-01	9.20e-01	-0.1011426	-7.17851	-0.00643223	3890	12	-	51058078	51057871
3960_at	9.46e-01	9.20e-01	-0.1010884	-7.17851	-0.00625019	3960	19	-	43986231	43984243
439933_at	9.46e-01	9.20e-01	0.1010262	-7.17852	0.00484228	439933	4	+	35951466	35951913
6795_at	9.46e-01	9.20e-01	-0.1007192	-7.17855	-0.01230655	6795	19	+	62436663	62438491
158521_at	9.46e-01	9.20e-01	-0.1005863	-7.17856	-0.004533	158521	X	+	146895927	146897844
92822_at	9.47e-01	9.21e-01	-0.0997127	-7.17865	-0.0137986	92822	16	+	88331921	88333504
124045_at	9.47e-01	9.21e-01	0.0996016	-7.17866	0.00975818	124045	16	+	88252169	88265106
10524_at	9.47e-01	9.21e-01	0.0993526	-7.17869	0.01488704	10524	11	+	65242701	65243586
84765_at	9.47e-01	9.21e-01	-0.0992124	-7.1787	-0.02229371	84765	19	-	57066915	57066473
1390_at	9.47e-01	9.21e-01	-0.0988637	-7.17874	-0.01833439	1390	10	+	35508213	35541798
116835_at	9.47e-01	9.21e-01	-0.0986463	-7.17876	-0.0103535	116835	20	+	3680174	3681663
1849_at	9.48e-01	9.22e-01	-0.0981886	-7.1788	-0.00922754	1849	3	-	52059932	52059866
7380_at	9.48e-01	9.22e-01	-0.0980496	-7.17882	-0.00592016	7380	22	+	44063616	44070354
63035_at	9.48e-01	9.22e-01	0.0978404	-7.17884	0.00567603	63035	X	+	128999064	129019210
81501_at	9.48e-01	9.22e-01	-0.0977841	-7.17884	-0.00687425	81501	8	+	105437594	105437987
7262_at	9.48e-01	9.22e-01	-0.0977251	-7.17885	-0.04987009	7262	11	-	2906446	2906273
124936_at	9.48e-01	9.22e-01	-0.0974886	-7.17887	-0.01736711	124936	17	+	4007158	4007674
89845_at	9.48e-01	9.23e-01	0.09735	-7.17888	0.01451699	89845	6	+	43525173	43526092
253012_at	9.48e-01	9.23e-01	-0.0973301	-7.17889	-0.01361264	253012	7	-	92656374	92656097
6838_at	9.48e-01	9.23e-01	0.09709	-7.17891	0.01178693	6838	9	-	135188222	135187752
440400_at	9.48e-01	9.23e-01	-0.0968806	-7.17893	-0.01159944	440400	17	+	6856739	6858536
83867_at	9.48e-01	9.23e-01	-0.0968418	-7.17893	-0.00435651	83867	Y	+	7738200	7738668
84066_at	9.48e-01	9.23e-01	-0.0965496	-7.17896	-0.00511027	84066	1	+	176756462	176758371
55094_at	9.49e-01	9.24e-01	0.0954386	-7.17907	0.01610441	55094	19	+	38301784	38313048
440900_at	9.49e-01	9.24e-01	0.0952729	-7.17908	0.00329477	440900	2	+	114454037	114481288
8893_at	9.50e-01	9.25e-01	0.0948183	-7.17913	0.01041201	8893	3	+	185345154	185345731
55023_at	9.50e-01	9.25e-01	-0.0941363	-7.17919	-0.01883096	55023	6	-	79707543	79707160
81850_at	9.50e-01	9.25e-01	0.0939328	-7.17921	0.00375909	81850	17	-	36444557	36443708
5967_at	9.50e-01	9.25e-01	-0.0937714	-7.17923	-0.01998138	5967	2	+	79201475	79203802
140699_at	9.50e-01	9.25e-01	0.0937389	-7.17923	0.00576229	140699	20	-	35203028	35163102
1087_at	9.50e-01	9.26e-01	-0.0934529	-7.17925	-0.0023504	1087	19	-	46883892	46869149
8736_at	9.50e-01	9.26e-01	-0.0934434	-7.17926	-0.02025225	8736	18	-	3057342	3056812
56922_at	9.50e-01	9.26e-01	-0.0934094	-7.17926	-0.01474447	56922	3	-	184220685	184215756
6645_at	9.50e-01	9.26e-01	0.0934017	-7.17926	0.01874325	6645	16	+	67861637	67892275
91734_at	9.50e-01	9.26e-01	0.0933974	-7.17926	0.00874903	91734	10	-	1055418	1055100
3191_at	9.50e-01	9.26e-01	-0.0932204	-7.17928	-0.01515534	3191	19	-	44019891	44018984
84749_at	9.51e-01	9.26e-01	0.0928048	-7.17932	0.01442279	84749	12	+	108008107	108008470
55695_at	9.51e-01	9.26e-01	-0.0925409	-7.17934	-0.02269671	55695	7	-	72355778	72355477
27332_at	9.51e-01	9.26e-01	0.0924524	-7.17935	0.01171748	27332	2	+	71449030	71515483
56903_at	9.51e-01	9.27e-01	0.0923143	-7.17936	0.00286743	56903	7	-	4866396	4865510
652_at	9.51e-01	9.27e-01	0.0920535	-7.17938	0.02037614	652	14	-	53486941	53486577
496_at	9.51e-01	9.27e-01	-0.0917665	-7.17941	-0.00401761	496	13	-	113360397	113351261
8074_at	9.51e-01	9.27e-01	-0.0916345	-7.17942	-0.01378303	8074	12	-	4349603	4349126
646778_at	9.51e-01	9.27e-01	-0.0916257	-7.17942	-0.01385119	646778	18	+	27520756	27521106
339778_at	9.51e-01	9.27e-01	-0.0916052	-7.17943	-0.00536718	339778	2	+	26652514	26655856
57051_at	9.51e-01	9.27e-01	-0.0915495	-7.17943	-0.01912239	57051	19	+	63142979	63143136
389123_at	9.51e-01	9.27e-01	-0.0914061	-7.17944	-0.00577537	389123	3	+	51872065	51872391
142684_at	9.51e-01	9.27e-01	-0.0913132	-7.17945	-0.00554917	142684	X	-	102641789	102641346
57125_at	9.52e-01	9.28e-01	0.0904334	-7.17953	0.03092579	57125	17	-	34477448	34473121
1630_at	9.52e-01	9.28e-01	0.0903665	-7.17954	0.01588342	1630	18	+	49279811	49311179
2880_at	9.52e-01	9.28e-01	-0.0902935	-7.17954	-0.00378909	2880	6	+	28601778	28609817
6002_at	9.52e-01	9.28e-01	0.0901535	-7.17956	0.01000524	6002	4	+	3289229	3411227
23553_at	9.52e-01	9.28e-01	-0.089943	-7.17958	-0.00382928	23553	7	+	123304197	123304638
64173_at	9.52e-01	9.28e-01	0.0899372	-7.17958	0.00709248	64173	1	+	84782481	84791313
54969_at	9.52e-01	9.29e-01	0.0897927	-7.17959	0.01200008	54969	4	-	170899715	170887277
51016_at	9.52e-01	9.29e-01	0.0897919	-7.17959	0.01403211	51016	14	-	23680165	23678133
10140_at	9.52e-01	9.29e-01	-0.0897006	-7.1796	-0.01728411	10140	17	-	46295111	46294637
57094_at	9.53e-01	9.29e-01	-0.0889275	-7.17967	-0.00886276	57094	8	-	68558601	68497228
1591_at	9.53e-01	9.29e-01	-0.0887031	-7.17969	-0.00920066	1591	20	-	52203972	52203425
654_at	9.53e-01	9.30e-01	-0.0885054	-7.1797	-0.02180827	654	6	+	7826215	7826460
91408_at	9.53e-01	9.30e-01	0.0884284	-7.17971	0.01311694	91408	1	+	52325153	52326577
8208_at	9.53e-01	9.30e-01	0.0882015	-7.17973	0.01714731	8208	21	+	36709507	36710785
114817_at	9.53e-01	9.30e-01	0.0875027	-7.17979	0.00639225	114817	15	-	82744569	82744210
